ticket_id,bol_ts,terminal_code,sold_to_id,payer_id,bill_to_id,product_code,gallons_net,gallons_gross,temperature_f,status
BOL-2026-000370,2026-07-08 08:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4722.2,4772.7,75.5,delivered
BOL-2026-000371,2026-06-16 11:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6972.1,7106.8,88.0,delivered
BOL-2026-000372,2026-07-22 05:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7680.0,7765.8,76.2,delivered
BOL-2026-000373,2026-07-21 08:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8173.8,8263.5,84.4,delivered
BOL-2026-000374,2026-07-05 17:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8105.7,8220.9,80.6,delivered
BOL-2026-000375,2026-06-11 12:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6568.0,6638.2,75.5,delivered
BOL-2026-000376,2026-06-10 11:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6912.2,7015.8,93.3,delivered
BOL-2026-000377,2026-07-31 16:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8124.5,8270.8,86.1,delivered
BOL-2026-000378,2026-06-13 15:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7547.7,7627.9,75.4,delivered
BOL-2026-000379,2026-07-06 12:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5346.1,5470.0,93.6,delivered
BOL-2026-000380,2026-06-05 12:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5725.7,5813.6,94.1,delivered
BOL-2026-000381,2026-06-13 15:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4321.3,4381.2,90.8,delivered
BOL-2026-000382,2026-07-08 11:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4363.2,4409.3,75.3,delivered
BOL-2026-000383,2026-06-02 20:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7667.7,7785.2,82.2,delivered
BOL-2026-000384,2026-07-21 15:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8144.1,8327.3,92.6,delivered
BOL-2026-000385,2026-07-24 07:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6719.9,6786.7,82.1,delivered
BOL-2026-000386,2026-07-30 18:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4949.1,5031.9,97.2,delivered
BOL-2026-000387,2026-07-28 16:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5827.1,5910.0,91.6,delivered
BOL-2026-000388,2026-06-13 05:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8475.4,8617.3,97.2,quality_hold
BOL-2026-000389,2026-07-10 12:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4804.8,4910.6,91.9,delivered
BOL-2026-000390,2026-07-31 10:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7248.6,7344.2,89.3,delivered
BOL-2026-000391,2026-07-02 13:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5303.6,5364.3,76.6,quality_hold
BOL-2026-000392,2026-06-28 18:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5828.5,5899.6,87.1,delivered
BOL-2026-000393,2026-07-04 12:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4343.7,4387.2,74.5,delivered
BOL-2026-000394,2026-06-08 15:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4522.5,4597.0,96.6,delivered
BOL-2026-000395,2026-06-25 20:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4909.5,5029.4,95.4,delivered
BOL-2026-000396,2026-06-08 11:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8180.0,8332.4,87.0,delivered
BOL-2026-000397,2026-06-22 08:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6311.1,6377.7,75.3,quality_hold
BOL-2026-000398,2026-06-07 20:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6944.2,7123.4,97.4,delivered
BOL-2026-000399,2026-06-09 17:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4591.9,4677.8,87.1,delivered
BOL-2026-000400,2026-07-25 16:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6199.7,6282.7,79.4,delivered
BOL-2026-000401,2026-06-05 08:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5980.1,6066.8,92.2,delivered
BOL-2026-000402,2026-06-05 17:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7927.6,8066.5,85.4,delivered
BOL-2026-000403,2026-07-04 07:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6359.0,6460.9,95.6,delivered
BOL-2026-000404,2026-07-14 09:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8281.0,8348.1,78.0,delivered
BOL-2026-000405,2026-06-14 06:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5068.3,5186.2,93.7,delivered
BOL-2026-000406,2026-07-10 15:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5868.8,5930.9,83.5,delivered
BOL-2026-000407,2026-06-20 19:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6447.0,6516.9,84.1,delivered
BOL-2026-000408,2026-06-11 08:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5430.2,5531.0,86.9,delivered
BOL-2026-000409,2026-06-30 17:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4361.1,4423.1,80.6,delivered
BOL-2026-000410,2026-07-11 17:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7169.2,7244.4,75.2,delivered
BOL-2026-000411,2026-06-20 16:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5537.1,5667.8,94.2,delivered
BOL-2026-000412,2026-07-15 12:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7528.3,7641.0,81.7,delivered
BOL-2026-000413,2026-07-10 07:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5950.8,6055.9,85.6,delivered
BOL-2026-000414,2026-06-27 06:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7251.1,7328.4,83.7,delivered
BOL-2026-000415,2026-07-06 05:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7799.0,7906.6,80.0,delivered
BOL-2026-000416,2026-07-27 11:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5906.9,6054.4,96.2,delivered
BOL-2026-000417,2026-06-18 20:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6240.7,6357.8,87.2,delivered
BOL-2026-000418,2026-07-23 13:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4318.0,4347.5,75.2,delivered
BOL-2026-000419,2026-07-20 11:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5357.1,5414.5,83.8,quality_hold
BOL-2026-000420,2026-07-20 05:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6784.9,6828.3,74.2,delivered
BOL-2026-000421,2026-07-21 14:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6022.4,6084.7,83.0,delivered
BOL-2026-000422,2026-06-19 19:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5907.8,5951.7,76.5,delivered
BOL-2026-000423,2026-07-14 16:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5483.4,5524.4,76.6,delivered
BOL-2026-000424,2026-07-31 15:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8037.2,8154.8,81.2,delivered
BOL-2026-000425,2026-07-19 06:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4801.7,4850.1,74.6,delivered
BOL-2026-000426,2026-06-22 18:30:00,DAL,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5675.6,5797.4,91.1,delivered
BOL-2026-000427,2026-07-12 20:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4930.9,5032.3,89.8,delivered
BOL-2026-000428,2026-06-22 20:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6603.8,6710.5,95.9,delivered
BOL-2026-000429,2026-07-26 07:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5520.5,5645.8,92.9,delivered
BOL-2026-000430,2026-06-19 14:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7925.5,8025.4,88.0,delivered
BOL-2026-000431,2026-06-06 11:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6478.3,6585.1,83.9,delivered
BOL-2026-000432,2026-06-11 11:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8098.5,8238.2,85.0,delivered
BOL-2026-000433,2026-07-16 07:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5547.7,5606.6,75.4,delivered
BOL-2026-000434,2026-06-16 10:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7483.3,7537.5,76.1,delivered
BOL-2026-000435,2026-07-12 17:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4362.2,4399.1,78.8,delivered
BOL-2026-000436,2026-06-02 15:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6894.8,6989.9,80.0,delivered
BOL-2026-000437,2026-06-25 09:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4918.2,5032.9,93.8,delivered
BOL-2026-000438,2026-06-21 21:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7153.2,7238.1,77.2,delivered
BOL-2026-000439,2026-07-04 11:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5934.6,5986.7,79.5,delivered
BOL-2026-000440,2026-06-10 05:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7257.8,7423.1,93.0,delivered
BOL-2026-000441,2026-07-12 06:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7010.3,7056.0,74.5,delivered
BOL-2026-000442,2026-06-30 17:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4858.4,4961.3,90.7,delivered
BOL-2026-000443,2026-06-22 08:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7213.1,7333.0,84.1,delivered
BOL-2026-000444,2026-07-06 08:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5054.2,5119.8,78.8,delivered
BOL-2026-000445,2026-07-06 11:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4369.4,4420.3,85.9,delivered
BOL-2026-000446,2026-07-28 15:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8099.6,8289.6,94.0,delivered
BOL-2026-000447,2026-06-11 07:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8090.6,8255.3,89.5,delivered
BOL-2026-000448,2026-07-30 13:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7958.8,8148.3,94.5,delivered
BOL-2026-000449,2026-07-14 18:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8028.3,8107.0,74.2,delivered
BOL-2026-000450,2026-07-13 15:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5353.7,5429.8,91.6,delivered
BOL-2026-000451,2026-06-25 08:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7793.5,7958.1,90.6,delivered
BOL-2026-000452,2026-07-01 10:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8420.7,8620.0,94.3,delivered
BOL-2026-000453,2026-07-27 20:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5832.9,5892.2,82.6,quality_hold
BOL-2026-000454,2026-07-15 09:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5968.5,6009.1,75.1,delivered
BOL-2026-000455,2026-06-23 21:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8405.0,8579.6,90.1,delivered
BOL-2026-000456,2026-07-06 08:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5686.7,5764.0,90.2,delivered
BOL-2026-000457,2026-07-23 06:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7850.0,7971.5,94.4,delivered
BOL-2026-000458,2026-06-06 20:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4416.5,4475.3,79.3,delivered
BOL-2026-000459,2026-06-29 12:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6126.8,6273.1,94.6,delivered
BOL-2026-000460,2026-06-09 20:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5973.1,6046.7,87.4,quality_hold
BOL-2026-000461,2026-06-07 14:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6161.7,6256.1,82.2,delivered
BOL-2026-000462,2026-07-22 19:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6234.5,6362.7,89.8,delivered
BOL-2026-000463,2026-06-09 12:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8347.1,8468.0,81.0,delivered
BOL-2026-000464,2026-07-16 06:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7392.8,7514.2,83.8,delivered
BOL-2026-000465,2026-06-15 08:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5019.5,5096.0,82.1,delivered
BOL-2026-000466,2026-06-04 08:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6368.0,6531.0,97.1,quality_hold
BOL-2026-000467,2026-07-17 18:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8161.0,8264.0,78.3,delivered
BOL-2026-000468,2026-07-17 09:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7995.6,8139.6,86.1,delivered
BOL-2026-000469,2026-07-30 12:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5464.9,5590.5,93.3,delivered
BOL-2026-000470,2026-07-10 21:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5549.8,5629.0,91.7,delivered
BOL-2026-000471,2026-06-16 11:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8161.1,8224.3,77.2,delivered
BOL-2026-000472,2026-07-30 10:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7254.5,7416.2,92.3,delivered
BOL-2026-000473,2026-07-09 18:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5429.5,5513.3,94.3,delivered
BOL-2026-000474,2026-07-06 05:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5059.6,5171.3,92.0,delivered
BOL-2026-000475,2026-06-21 13:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5469.1,5548.1,92.1,quality_hold
BOL-2026-000476,2026-07-22 08:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7918.8,8032.1,91.8,delivered
BOL-2026-000477,2026-06-18 14:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5866.5,5964.2,97.0,delivered
BOL-2026-000478,2026-06-23 06:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7936.1,8060.0,94.7,delivered
BOL-2026-000479,2026-06-17 16:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7537.4,7730.3,97.1,delivered
BOL-2026-000480,2026-06-13 07:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4713.2,4745.0,75.0,delivered
BOL-2026-000481,2026-06-19 10:45:00,HSC,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,6922.6,6977.7,77.7,delivered
BOL-2026-000482,2026-06-24 06:50:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,5958.4,6032.7,87.7,delivered
BOL-2026-000483,2026-07-20 15:40:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,4100.0,4173.8,86.1,delivered
BOL-2026-000484,2026-07-07 07:25:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,5260.3,5342.7,82.7,delivered
BOL-2026-000485,2026-07-18 21:35:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,8117.0,8168.9,74.2,delivered
BOL-2026-000486,2026-07-02 12:00:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,7830.1,7959.4,96.7,delivered
BOL-2026-000487,2026-07-07 14:00:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,5449.8,5531.5,93.3,delivered
BOL-2026-000488,2026-06-04 11:25:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,4536.5,4652.3,97.0,delivered
BOL-2026-000489,2026-06-01 07:15:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,7605.8,7688.6,84.2,delivered
BOL-2026-000490,2026-07-07 18:50:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,6818.6,6863.4,74.6,delivered
BOL-2026-000491,2026-06-03 07:00:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,4109.9,4205.5,93.7,delivered
BOL-2026-000492,2026-06-30 19:50:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,5513.8,5577.7,76.8,quality_hold
BOL-2026-000493,2026-07-17 07:55:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,4119.4,4186.7,96.3,delivered
BOL-2026-000494,2026-07-20 14:45:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,5725.8,5818.6,83.5,delivered
BOL-2026-000495,2026-07-04 12:10:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,7537.7,7609.3,81.1,delivered
BOL-2026-000496,2026-06-22 16:00:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,4342.2,4369.8,74.1,delivered
BOL-2026-000497,2026-07-07 07:20:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6994.1,7086.3,79.1,delivered
BOL-2026-000498,2026-07-24 09:10:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,4912.1,4969.0,76.8,delivered
BOL-2026-000499,2026-07-08 06:40:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,5078.9,5133.6,75.6,delivered
BOL-2026-000500,2026-07-17 20:25:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,4831.9,4901.2,80.8,delivered
BOL-2026-000501,2026-06-14 20:35:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6851.2,6934.9,77.7,delivered
BOL-2026-000502,2026-07-21 18:10:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,4774.7,4879.5,91.8,delivered
BOL-2026-000503,2026-07-23 09:50:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,5836.5,5895.9,82.6,delivered
BOL-2026-000504,2026-07-08 10:50:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,7578.3,7637.6,77.4,delivered
BOL-2026-000505,2026-06-19 07:55:00,HSC,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,7375.6,7517.6,87.9,delivered
BOL-2026-000506,2026-06-16 06:40:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6174.6,6301.1,89.7,delivered
BOL-2026-000507,2026-06-29 14:10:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,5545.9,5645.8,86.1,delivered
BOL-2026-000508,2026-07-23 10:40:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6292.0,6411.8,87.6,delivered
BOL-2026-000509,2026-06-11 20:25:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,4819.7,4887.2,80.3,delivered
BOL-2026-000510,2026-07-14 21:25:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,7678.8,7758.3,75.0,delivered
BOL-2026-000511,2026-06-08 21:50:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,4958.6,5019.1,87.1,delivered
BOL-2026-000512,2026-07-13 16:45:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,6073.3,6136.2,83.0,delivered
BOL-2026-000513,2026-07-06 16:25:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6458.5,6574.4,86.0,delivered
BOL-2026-000514,2026-06-12 07:40:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,4622.4,4669.6,82.7,delivered
BOL-2026-000515,2026-06-09 12:30:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,5918.7,5986.6,85.5,delivered
BOL-2026-000516,2026-06-12 18:00:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6406.3,6482.3,77.2,delivered
BOL-2026-000517,2026-07-26 09:00:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6073.2,6172.5,83.7,delivered
BOL-2026-000518,2026-07-12 14:05:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,5874.2,5978.0,85.6,delivered
BOL-2026-000519,2026-06-30 09:45:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,6702.5,6763.7,80.3,delivered
BOL-2026-000520,2026-06-25 19:45:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,5496.0,5537.1,76.6,delivered
BOL-2026-000521,2026-07-24 21:50:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,4223.7,4297.7,85.4,delivered
BOL-2026-000522,2026-06-03 21:05:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,7768.7,7912.9,86.9,quality_hold
BOL-2026-000523,2026-07-28 18:40:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6869.6,6984.8,84.3,delivered
BOL-2026-000524,2026-07-04 17:25:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,7150.8,7249.6,90.7,delivered
BOL-2026-000525,2026-06-10 20:15:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,6432.5,6510.7,87.0,delivered
BOL-2026-000526,2026-06-01 05:45:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,5450.1,5521.2,78.9,delivered
BOL-2026-000527,2026-06-30 08:10:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,4949.7,5041.6,86.9,delivered
BOL-2026-000528,2026-07-11 17:15:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,5922.9,6016.5,82.9,delivered
BOL-2026-000529,2026-06-19 14:45:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,7037.4,7204.9,94.5,delivered
BOL-2026-000530,2026-07-18 19:55:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,6036.7,6126.1,92.9,delivered
BOL-2026-000531,2026-07-11 06:10:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,7339.2,7510.4,93.8,delivered
BOL-2026-000532,2026-07-10 07:05:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6479.7,6620.1,91.4,delivered
BOL-2026-000533,2026-06-29 21:20:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,7961.1,8081.8,93.7,delivered
BOL-2026-000534,2026-07-02 11:50:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,4656.9,4725.6,92.8,delivered
BOL-2026-000535,2026-07-15 10:50:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,3801.3,3848.0,77.8,delivered
BOL-2026-000536,2026-07-20 16:50:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6078.1,6211.0,91.7,delivered
BOL-2026-000537,2026-06-07 14:55:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,5331.6,5420.6,97.1,delivered
BOL-2026-000538,2026-07-11 11:35:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,4948.9,5001.9,83.8,delivered
BOL-2026-000539,2026-06-06 14:25:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,8009.5,8135.6,95.0,delivered
BOL-2026-000540,2026-07-09 19:30:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,7132.9,7252.0,97.1,delivered
BOL-2026-000541,2026-07-03 05:35:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6588.1,6760.4,97.9,delivered
BOL-2026-000542,2026-06-17 15:30:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,3842.8,3901.6,94.0,delivered
BOL-2026-000543,2026-06-07 15:05:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,5181.0,5225.8,79.2,delivered
BOL-2026-000544,2026-06-14 11:35:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,4865.0,4909.7,80.4,delivered
BOL-2026-000545,2026-07-23 16:10:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,4145.3,4214.1,96.9,delivered
BOL-2026-000546,2026-06-01 06:35:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,7751.7,7939.4,95.1,delivered
BOL-2026-000547,2026-06-20 10:40:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6337.3,6404.2,75.3,delivered
BOL-2026-000548,2026-07-04 06:40:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,7214.0,7338.4,85.0,delivered
BOL-2026-000549,2026-07-06 15:55:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,5469.5,5531.4,76.4,delivered
BOL-2026-000550,2026-07-24 10:40:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,8017.5,8140.3,82.2,delivered
BOL-2026-000551,2026-07-01 18:55:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,5562.6,5624.7,84.8,delivered
BOL-2026-000552,2026-07-30 12:05:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,6243.5,6340.7,94.6,delivered
BOL-2026-000553,2026-07-21 09:35:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,ULSD,5998.2,6100.5,97.9,delivered
BOL-2026-000554,2026-07-06 15:35:00,DAL,APEX-DAL,APEX-PAYER,APEX-BILL,RBOB,6298.5,6401.1,83.6,delivered
